,name,year,month,day,clusters,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,days_completed
1479,Telemadrid_2017 07 02_morning_new,2017,07,02,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2443179339170456,0.0,0.0,0.0,0.0,0.0,0.3548537790775299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26738667488098145,0.0,0.02658345177769661,0.0,0.0,0.0,0.057153552770614624,0.0,0.0,0.0,0.03900829702615738,0.0,0.0,0.0,2017 07 02
1480,Telemadrid_2017 07 03_morning_new,2017,07,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971450686454773,0.0,0.0,0.0,0.0,0.0,0.2603958547115326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229062259197235,0.0,0.05429449677467346,0.0,0.0,0.0,0.03651805967092514,0.0,0.0,0.0,0.025315124541521072,0.0,0.0,0.0,2017 07 03
1481,Telemadrid_2017 07 05_morning_new,2017,07,05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2477799504995346,0.0,0.0,0.0,0.0,0.0,0.10797836631536484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11388662457466125,0.0,0.11337517946958542,0.0,0.0,0.0,0.1444387286901474,0.0,0.0,0.0,0.195330411195755,0.0,0.070086270570755,0.0,2017 07 05
1482,Telemadrid_2017 07 06_morning_new,2017,07,06,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41028064489364624,0.0,0.0,0.0,0.0,0.0,0.1933535039424896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19251781702041626,0.0,0.016307823359966278,0.0,0.0,0.0,0.053869158029556274,0.0,0.0,0.0334135964512825,0.06971783936023712,0.0,0.024526752531528476,0.0,2017 07 06
1483,Telemadrid_2017 07 07_morning_new,2017,07,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486489176750183,0.0,0.0,0.0,0.0,0.0,0.09789088368415833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3198360204696655,0.0,0.18388956785202026,0.0,0.0,0.0,0.04001691564917565,0.0,0.0,0.1566108912229538,0.04386502131819725,0.0,0.0,0.0,2017 07 07
1484,Telemadrid_2017 07 09_morning_new,2017,07,09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14993125200271604,0.0,0.0,0.0,0.0,0.0,0.27446237206459045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406621217727661,0.0,0.027626508846879002,0.0,0.0,0.0,0.03643988445401192,0.0,0.0,0.0,0.16186481714248654,0.0,0.0,0.0,2017 07 09
1485,Telemadrid_2017 07 10_morning_new,2017,07,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33405664563179016,0.0,0.0,0.0,0.0,0.0,0.11085784435272217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11770714074373245,0.0,0.17816269397735596,0.0,0.0,0.0,0.07579132169485092,0.0,0.0,0.0,0.17013917863368988,0.0,0.0,0.0,2017 07 10
1486,Telemadrid_2017 07 11_morning_new,2017,07,11,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35286399722099304,0.0,0.0,0.0,0.0,0.0,0.1416746973991394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17286399006843567,0.0,0.17986398935317993,0.0,0.0,0.0,0.07380391657352448,0.0,0.0,0.0,0.06629051268100739,0.0,0.0,0.0,2017 07 11
1487,Telemadrid_2017 07 12_morning_new,2017,07,12,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36777421832084656,0.0,0.0,0.0,0.0,0.0,0.07206321507692337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1124359741806984,0.0,0.2082960307598114,0.0,0.0,0.0,0.13096919655799866,0.0,0.0,0.0,0.09719305485486984,0.0,0.0,0.0,2017 07 12
1488,Telemadrid_2017 07 14_morning_new,2017,07,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37838757038116455,0.0,0.0,0.0,0.0,0.0,0.10930592566728592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629996180534363,0.0,0.0132325803861022,0.0,0.0,0.0,0.07632965594530106,0.0,0.0,0.0,0.03759593516588211,0.0,0.013913511298596859,0.0,2017 07 14
1489,Telemadrid_2017 07 16_morning_new,2017,07,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051788803189992905,0.0,0.0,0.0,0.0,0.0,0.5803027153015137,0.011291300877928734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2774849534034729,0.0,0.0,0.0,0.0,0.0,0.0476587638258934,0.0,0.0,0.0,0.02386438474059105,0.0,0.0,0.0,2017 07 16
1490,Telemadrid_2017 07 16_afternoon_new,2017,07,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06677941232919693,0.0,0.0,0.0,0.0,0.0,0.4599477648735046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3466933369636536,0.0,0.01934416964650154,0.0,0.0,0.0,0.06789405643939972,0.0,0.0,0.0,0.03628621250391007,0.0,0.0,0.0,2017 07 16
1491,Telemadrid_2017 07 18_morning_new,2017,07,18,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4644290804862976,0.0,0.0,0.0,0.0,0.0,0.1681670844554901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126399427652359,0.0,0.05427898094058037,0.0,0.0,0.0,0.02130196057260036,0.0,0.0,0.0,0.13391812145709991,0.0,0.028210153803229325,0.0,2017 07 18
1492,Telemadrid_2017 07 24_morning_new,2017,07,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342757821083069,0.0,0.0,0.0,0.0,0.0,0.10100702941417694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4474670588970184,0.0,0.01339630875736475,0.0,0.0,0.0,0.03282954916357994,0.0,0.0,0.0,0.06082446500658989,0.0,0.0,0.0,2017 07 24
1493,Telemadrid_2017 07 25_morning_new,2017,07,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30560871958732605,0.0,0.0,0.0,0.0,0.0,0.12225902080535887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283431828022003,0.0,0.04803696274757385,0.0,0.0,0.0,0.020296905189752582,0.0,0.0,0.0,0.109177328646183,0.0,0.05988223105669021,0.0,2017 07 25
1494,Telemadrid_2017 07 28_morning_new,2017,07,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307463526725769,0.0,0.0,0.0,0.0,0.0,0.1441870480775833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25207144021987915,0.0,0.07879693061113358,0.0,0.0,0.0,0.058350075036287315,0.0,0.0,0.0,0.11529628932476045,0.0,0.01658489555120468,0.0,2017 07 28
1495,Telemadrid_2017 07 30_morning_new,2017,07,30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107222318649292,0.0,0.0,0.0,0.0,0.0,0.4008360505104065,0.02376750484108925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33430248498916626,0.0,0.04990895092487335,0.0,0.0,0.0,0.06014219298958778,0.0,0.0,0.0,0.0,0.01245827414095402,0.0,0.0,2017 07 30
1496,Telemadrid_2017 07 30_afternoon_new,2017,07,30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856902062892914,0.0,0.0,0.0,0.0,0.0,0.4623553156852722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28501954674720764,0.0,0.06626564264297485,0.0,0.0,0.0,0.06253007799386978,0.0,0.0,0.0,0.010473632253706457,0.0,0.0,0.0,2017 07 30
1497,Telemadrid_2017 07 31_morning_new,2017,07,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29056039452552795,0.0,0.0,0.0,0.0,0.0,0.08007965981960298,0.049144871532917016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18441490828990936,0.0,0.012253089807927608,0.0,0.0,0.0,0.03279389813542366,0.0,0.0,0.0,0.33627307415008545,0.0,0.0,0.0,2017 07 31
1498,Telemadrid_2017 08 08_afternoon_new,2017,08,08,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26797977089881897,0.0,0.0,0.0,0.0,0.0,0.2904365062713623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684469521045685,0.0,0.01112290844321251,0.0,0.0,0.0,0.04648788273334503,0.0,0.0,0.023915840312838558,0.08647558093070984,0.0,0.0,0.0,2017 08 08
1499,Telemadrid_2017 08 11_morning_new,2017,08,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3110207319259644,0.0,0.0,0.0,0.0,0.0,0.08193770796060562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3458939790725708,0.0,0.024219553917646408,0.0,0.0,0.0,0.03829401358962059,0.0,0.0,0.0,0.19110849499702454,0.0,0.0,0.0,2017 08 11
1500,Telemadrid_2017 08 15_morning_new,2017,08,15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919795125722885,0.0,0.0,0.0,0.0,0.0,0.09985281527042388,0.08279342949390411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4355360567569733,0.0,0.0,0.0,0.0,0.0,0.14162912964820862,0.0,0.0,0.0,0.03670808300375938,0.0,0.0,0.0,2017 08 15
1501,Telemadrid_2017 08 15_afternoon_new,2017,08,15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16183233261108398,0.0,0.0,0.0,0.0,0.0,0.11373211443424225,0.035440299659967416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579715728759766,0.0,0.06968441605567932,0.0,0.0,0.0,0.0912257879972458,0.0,0.0,0.0,0.027982104569673538,0.0,0.04130348935723305,0.0,2017 08 15
1502,Telemadrid_2017 08 21_morning_new,2017,08,21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08060251176357269,0.0,0.0,0.0,0.0,0.0,0.1152481734752655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5998358726501465,0.0,0.030369378626346588,0.0,0.0,0.0,0.044559560716152184,0.0,0.0,0.0,0.11200952529907228,0.0,0.0,0.0,2017 08 21
1503,Telemadrid_2017 08 24_morning_new,2017,08,24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11181876808404922,0.0,0.0,0.0,0.0,0.0,0.08425941318273544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3407773375511169,0.0,0.018827458843588833,0.0,0.0,0.0,0.0646376684308052,0.0,0.0,0.0,0.3695857226848602,0.0,0.0,0.0,2017 08 24
1504,Telemadrid_2017 08 30_morning_new,2017,08,30,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4241475462913513,0.0,0.0,0.0,0.0,0.0,0.12795867025852206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18243928253650665,0.0,0.029358096420764927,0.0,0.0,0.0,0.06957757472991942,0.0,0.0,0.0,0.15049709379673004,0.0,0.0,0.0,2017 08 30
1505,Telemadrid_2017 08 31_morning_new,2017,08,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3820127844810486,0.0,0.0,0.0,0.0,0.0,0.15025770664215088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2913857698440552,0.0,0.078583724796772,0.0,0.0,0.0,0.033043235540390015,0.0,0.0,0.0,0.05417926236987114,0.0,0.0,0.0,2017 08 31
1506,Telemadrid_2017 09 01_morning_new,2017,09,01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029383420944214,0.0,0.0,0.0,0.0,0.0,0.06584469974040985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12258430570363997,0.0,0.07832593470811844,0.0,0.0,0.0,0.08098965138196945,0.0,0.0,0.0,0.3405623733997345,0.0,0.0,0.0,2017 09 01
1507,Telemadrid_2017 09 02_afternoon_new,2017,09,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20209601521492004,0.0,0.0,0.0,0.0,0.0,0.24390672147274015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3371618092060089,0.0,0.07321854680776596,0.0,0.0,0.0,0.07760593295097351,0.0,0.0,0.0,0.04504512622952461,0.0,0.016180433332920074,0.0,2017 09 02
1508,Telemadrid_2017 09 08_morning_new,2017,09,08,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13493524491786954,0.0,0.0,0.0,0.0,0.0,0.12942132353782654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2448804676532745,0.0,0.02256989292800426,0.0,0.0,0.0,0.1068863719701767,0.0,0.0,0.0,0.1918407678604126,0.0,0.15522456169128418,0.0,2017 09 08
1509,Telemadrid_2017 09 10_morning_new,2017,09,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621343433856964,0.0,0.0,0.0,0.0,0.0,0.34777113795280457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30393415689468384,0.0,0.010860894806683064,0.0,0.0,0.0,0.02439931035041809,0.0,0.0,0.0,0.042141806334257126,0.0,0.0,0.0,2017 09 10
1510,Telemadrid_2017 09 14_morning_new,2017,09,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18711517751216888,0.0,0.0,0.0,0.0,0.0,0.18599532544612885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138943672180176,0.0,0.014735249802470209,0.0,0.0,0.0,0.07070471346378326,0.0,0.0,0.0,0.14989009499549866,0.0,0.17041102051734924,0.0,2017 09 14
1511,Telemadrid_2017 09 16_morning_new,2017,09,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09159982204437256,0.0,0.0,0.0,0.0,0.0,0.2043088525533676,0.033822502940893166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4374883770942688,0.0,0.0760331079363823,0.0,0.0,0.0,0.021547969430685043,0.0,0.0,0.0,0.07575678080320357,0.0,0.05480542406439781,0.0,2017 09 16
1512,Telemadrid_2017 09 17_morning_new,2017,09,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16159509122371676,0.0,0.0,0.0,0.0,0.0,0.2108292281627655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3163977563381195,0.0,0.10307073593139647,0.0,0.0,0.0,0.015229246579110622,0.0,0.0,0.0,0.07227805256843567,0.0,0.11501272022724153,0.0,2017 09 17
1513,Telemadrid_2017 09 25_morning_new,2017,09,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119161069393158,0.0,0.0,0.0,0.0,0.0,0.172577902674675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29076799750328064,0.0,0.011043109931051731,0.0,0.0,0.0,0.05287690833210945,0.0,0.0,0.0,0.051735389977693565,0.0,0.0,0.0,2017 09 25
1514,Telemadrid_2017 09 29_morning_new,2017,09,29,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2348759472370148,0.0,0.0,0.0,0.0,0.0,0.1028500497341156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134460926055908,0.0,0.010387654416263105,0.0,0.0,0.0,0.02917149476706982,0.0,0.0,0.07290675491094589,0.02939488552510738,0.0,0.0,0.0,2017 09 29
1515,Telemadrid_2017 10 03_morning_new,2017,10,03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14585712552070618,0.0,0.0,0.0,0.0,0.0,0.09455905109643936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266232430934906,0.0,0.01390878576785326,0.0,0.0,0.0,0.021110143512487408,0.0,0.0,0.0702291876077652,0.10967300832271576,0.0,0.2731489837169647,0.0,2017 10 03
1516,Telemadrid_2017 10 04_morning_new,2017,10,04,0.0,0.0,0.0,0.03226427361369133,0.0,0.0,0.0,0.0,0.3903036415576935,0.0,0.0,0.0,0.0,0.0,0.08698134124279022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3190924823284149,0.0,0.013055598363280295,0.0,0.0,0.0,0.06617851555347443,0.0,0.0,0.0,0.057932272553443916,0.0,0.026898954063653942,0.0,2017 10 04
1517,Telemadrid_2017 10 05_morning_new,2017,10,05,0.0,0.0,0.0,0.011243461631238459,0.0,0.0,0.0,0.0,0.30175769329071045,0.0,0.0,0.0,0.0,0.0,0.1437862664461136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3348008692264557,0.0,0.010805614292621613,0.0,0.0,0.0,0.04042521864175797,0.0,0.0,0.0,0.1483961045742035,0.0,0.0,0.0,2017 10 05
1518,Telemadrid_2017 10 09_morning_new,2017,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326248288154602,0.0,0.0,0.0,0.0,0.0,0.13377633690834045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090597629547119,0.0,0.0,0.0,0.0,0.0,0.026363739743828773,0.0,0.0,0.0,0.18141630291938785,0.0,0.0,0.0,2017 10 09
1519,Telemadrid_2017 10 10_morning_new,2017,10,10,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15243442356586456,0.0,0.0,0.0,0.0,0.0,0.08352880924940109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19114533066749573,0.0,0.015165562741458416,0.0,0.0,0.0,0.06721152365207672,0.0,0.0,0.0,0.053707368671894073,0.0,0.4289790391921997,0.0,2017 10 10
1520,Telemadrid_2017 10 10_afternoon_new,2017,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096945524215698,0.0,0.0,0.0,0.0,0.0,0.03848081827163696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31247130036354065,0.0,0.014212161302566528,0.0,0.0,0.0,0.05851784721016884,0.0,0.0,0.0,0.16128088533878324,0.0,0.0,0.0,2017 10 10
1521,Telemadrid_2017 10 12_morning_new,2017,10,12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12503884732723236,0.0,0.0,0.0,0.0,0.0,0.3043844997882843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38358986377716064,0.0,0.02684248425066471,0.0,0.0,0.0,0.04968881607055664,0.0,0.0,0.0,0.0900990515947342,0.0,0.0,0.0,2017 10 12
1522,Telemadrid_2017 10 13_morning_new,2017,10,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21609926223754886,0.0,0.0,0.0,0.0,0.0,0.09191866219043733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181346535682678,0.0,0.0,0.0,0.0,0.0,0.06273641437292099,0.0,0.0,0.0588531605899334,0.03484878316521645,0.0,0.0,0.0,2017 10 13
1523,Telemadrid_2017 10 14_morning_new,2017,10,14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22238351404666898,0.0,0.0,0.0,0.0,0.0,0.38424015045166016,0.016026966273784637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28014183044433594,0.0,0.012154231779277323,0.0,0.0,0.0,0.03713328018784523,0.0,0.0,0.0,0.015315641649067404,0.0,0.031692396849393845,0.0,2017 10 14
1524,Telemadrid_2017 10 15_morning_new,2017,10,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002336084842682,0.0,0.0,0.0,0.0,0.0,0.35753193497657776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24068185687065125,0.0,0.0,0.0,0.0,0.0,0.013662891462445259,0.0,0.0,0.028530402109026912,0.07119124382734299,0.0,0.08514582365751266,0.0,2017 10 15
1525,Telemadrid_2017 10 17_morning_new,2017,10,17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276792585849762,0.0,0.0,0.0,0.0,0.0,0.18826843798160556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4711377322673798,0.0,0.0201867762953043,0.0,0.0,0.0,0.04255737736821175,0.0,0.0,0.0,0.1349005550146103,0.0,0.0,0.0,2017 10 17
1526,Telemadrid_2017 10 18_morning_new,2017,10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1959790140390396,0.0,0.0,0.0,0.0,0.0,0.14891226589679718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063200116157532,0.0,0.011744046583771706,0.0,0.0,0.0,0.02647206373512745,0.0,0.0,0.2625822722911835,0.039597868919372566,0.0,0.0,0.0,2017 10 18
1527,Telemadrid_2017 10 19_morning_new,2017,10,19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3732351362705231,0.0,0.0,0.0,0.0,0.0,0.06322260946035385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053089741617441184,0.0,0.019523223862051964,0.0,0.0,0.0,0.06542468070983888,0.0,0.0,0.0,0.0353025384247303,0.0,0.3828869760036469,0.0,2017 10 19
1528,Telemadrid_2017 10 20_morning_new,2017,10,20,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285816550254822,0.0,0.0,0.0,0.0,0.0,0.13831140100955966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758378982543945,0.0,0.01399979554116726,0.0,0.0,0.0,0.035050593316555016,0.0,0.0,0.0,0.0896061435341835,0.0,0.0,0.0,2017 10 20
1529,Telemadrid_2017 10 23_morning_new,2017,10,23,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11380679160356523,0.0,0.0,0.0,0.0,0.0,0.11278890818357468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405480682849884,0.0,0.0,0.0,0.0,0.0,0.0323714055120945,0.0,0.0,0.0,0.3192009329795837,0.0,0.0,0.0,2017 10 23
1530,Telemadrid_2017 10 23_afternoon_new,2017,10,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27135732769966125,0.0,0.0,0.0,0.0,0.0,0.1032816618680954,0.04310294613242149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050178319215776,0.0,0.019558407366275787,0.0,0.0,0.0,0.058056868612766266,0.0,0.0,0.0,0.3088316023349762,0.0,0.0859067514538765,0.0,2017 10 23
1531,Telemadrid_2017 10 24_morning_new,2017,10,24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14512622356414795,0.0,0.0,0.0,0.0,0.0,0.193711131811142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5593261122703552,0.0,0.014083715155720709,0.0,0.0,0.0,0.034427959471940994,0.0,0.0,0.0,0.04431040585041046,0.0,0.0,0.0,2017 10 24
1532,Telemadrid_2017 10 25_morning_new,2017,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3835866153240204,0.0,0.0,0.0,0.0,0.0,0.07518669217824936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3659038841724396,0.0,0.011585605330765249,0.0,0.0,0.0,0.11625334620475768,0.0,0.0,0.0,0.036832526326179504,0.0,0.0,0.0,2017 10 25
1533,Telemadrid_2017 10 28_morning_new,2017,10,28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184100478887558,0.0,0.0,0.0,0.0,0.0,0.0970381274819374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11050775647163393,0.0,0.023557461798191067,0.0,0.0,0.0,0.04918348416686058,0.0,0.0,0.0,0.09266280382871628,0.0,0.4312127530574799,0.0,2017 10 28
1534,Telemadrid_2017 10 29_morning_new,2017,10,29,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1140555888414383,0.0,0.0,0.0,0.0,0.0,0.1468232423067093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15183909237384796,0.0,0.018986836075782776,0.0,0.0,0.0,0.04596120491623879,0.0,0.0,0.0,0.05932169035077095,0.0,0.455111563205719,0.0,2017 10 29
1535,Telemadrid_2017 10 30_morning_new,2017,10,30,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925635695457458,0.0,0.0,0.0,0.0,0.0,0.07166764885187149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841137558221817,0.0,0.011449786834418774,0.0,0.0,0.0,0.05584468692541122,0.0,0.0,0.0,0.0760258287191391,0.0,0.0,0.0,2017 10 30
1536,Telemadrid_2017 10 31_morning_new,2017,10,31,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5119183063507079,0.0,0.0,0.0,0.0,0.0,0.13341084122657776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23507507145404816,0.0,0.01234802044928074,0.0,0.0,0.0,0.033493250608444214,0.0,0.0,0.0,0.06394250690937042,0.0,0.0,0.0,2017 10 31
1537,Telemadrid_2017 11 01_morning_new,2017,11,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2599199414253235,0.0,0.0,0.0,0.0,0.0,0.1619274914264679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034460186958313,0.0,0.02439296618103981,0.0,0.0,0.0,0.06401889771223067,0.0,0.0,0.0,0.0676550343632698,0.0,0.0,0.0,2017 11 01
1538,Telemadrid_2017 11 01_afternoon_new,2017,11,01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08917559683322906,0.0,0.0,0.0,0.0,0.0,0.24244247376918796,0.02606092393398285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13971629738807678,0.0,0.0697985514998436,0.0,0.0,0.0,0.16749025881290436,0.0,0.0,0.0,0.19835342466831207,0.0,0.06495213508605957,0.0,2017 11 01
1539,Telemadrid_2017 11 03_morning_new,2017,11,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18634729087352755,0.0,0.0,0.0,0.0,0.0,0.16224966943264008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024204969406128,0.0,0.021824244409799576,0.0,0.0,0.0,0.09796474128961563,0.0,0.0,0.0,0.20546843111515045,0.0,0.016883909702301025,0.0,2017 11 03
